experiment,config_id,config_json,seed,hit,hit_type,pos_error,vel_error,min_dist,ball_near_ms,tube_ready_ms,max_tcp,max_qdot,max_face,hit_time_error_ms,hit_pos_error,v_racket_at_hit,wall_time,error
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",155,True,active,0.085221,1.873079,0.085221,25.0,105.0,1.8,0.99,1.8,15.0,0.085221,1.787,1.49,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",148,True,active,0.12085,1.877511,0.110581,30.0,100.0,1.78,0.99,1.4,15.0,0.12085,1.721,2.33,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",156,True,active,0.131169,1.889633,0.122892,25.0,105.0,1.8,1.0,2.0,15.0,0.131169,1.575,1.58,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",145,True,active,0.126742,1.854221,0.114018,30.0,105.0,1.6,1.0,1.6,15.0,0.126742,1.555,2.83,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",153,False,miss,0.438774,1.875499,0.157427,15.0,0.0,1.8,1.0,1.8,0.0,0.438774,0.0,1.84,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",160,False,miss,0.369763,1.880647,0.16261,10.0,0.0,1.32,1.0,1.5,0.0,0.369763,0.0,1.38,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",149,False,miss,0.363958,1.834877,0.155203,10.0,0.0,1.78,1.0,1.9,0.0,0.363958,0.0,2.73,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",161,True,active,0.147979,1.901286,0.131148,30.0,80.0,1.59,1.0,1.4,5.0,0.147979,1.026,1.48,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",159,False,miss,0.330302,1.853218,0.174909,10.0,0.0,1.03,0.99,1.5,0.0,0.330302,0.0,1.64,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",163,True,active,0.118229,1.872184,0.11063,30.0,105.0,1.78,1.0,1.5,15.0,0.118229,1.601,1.53,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",162,False,miss,0.441279,1.885288,0.212002,0.0,0.0,1.78,1.0,1.5,0.0,0.441279,0.0,1.64,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",158,False,miss,0.341727,1.865595,0.149865,15.0,20.0,1.24,1.0,1.4,0.0,0.341727,0.0,2.54,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",154,True,active,0.156565,1.855336,0.120986,30.0,90.0,1.51,0.98,1.7,0.0,0.156565,0.617,2.91,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",166,True,active,0.121188,1.885552,0.109267,30.0,105.0,1.79,1.0,1.8,15.0,0.121188,1.688,1.42,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",157,True,active,0.10379,1.880927,0.099167,25.0,105.0,1.79,1.0,1.8,15.0,0.10379,1.623,2.84,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",164,True,active,0.126026,1.856471,0.113723,25.0,105.0,1.75,1.0,1.6,15.0,0.126026,1.534,1.91,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",168,False,miss,0.437562,1.834025,0.182214,5.0,0.0,1.56,0.99,1.4,0.0,0.437562,0.0,1.59,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",169,True,active,0.106933,1.869906,0.10645,25.0,105.0,1.78,0.99,1.4,15.0,0.106933,1.727,1.65,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",171,True,active,0.11942,1.877398,0.101161,35.0,105.0,1.53,1.0,1.6,5.0,0.11942,0.765,1.51,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",173,True,active,0.123333,1.891064,0.115996,25.0,100.0,1.8,0.99,1.6,15.0,0.123333,1.736,1.64,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",174,True,active,0.100413,1.832846,0.092419,25.0,105.0,1.8,0.92,1.7,15.0,0.100413,1.754,1.62,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",170,True,active,0.102941,1.833887,0.0934,25.0,105.0,1.75,0.99,1.8,10.0,0.102941,1.73,2.21,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",165,False,miss,0.325775,1.884332,0.149713,15.0,0.0,1.24,1.0,1.3,0.0,0.325775,0.0,2.86,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",176,False,miss,0.335226,1.871421,0.152453,15.0,0.0,1.27,1.0,1.7,0.0,0.335226,0.0,1.57,
exp15_speed_v2,ballspeed14__noplot__servebox,"{""--ball-speed"": 14, ""--no-plot"": null, ""--serve-box"": null}",167,False,miss,0.312967,1.844445,0.165762,10.0,0.0,1.28,0.99,1.8,0.0,0.312967,0.0,2.62,
